Shp_No;Delivery_day;Plant;Ship-to2;Pallets;GWkg;TT;TT2
646750;23.07.2008;DE12;10101745;54.75;19329.6;DIR;KL
646780;23.07.2008;DE14;10159848;64.64;15193.84;DIR;KL
646794;23.07.2008;DE12;10106169;43;20942.66;DIR;KL
646795;23.07.2008;DE14;10099612;3;1029.18;GRP;TL
646795;23.07.2008;DE14;10108136;0.99;215.95;GRP;SG
646796;23.07.2008;DE14;10099406;1;403.2;GRP;SG
646797;23.07.2008;DE14;10099367;1.25;239.2;GRP;SG
646797;23.07.2008;DE14;10099625;3.01;1693.886;GRP;TL
646797;23.07.2008;DE14;10100279;0.91;230.57;GRP;SG
646799;23.07.2008;DE14;10106831;1.53;851.091;GRP;SG
646799;23.07.2008;DE14;10107681;1.35;609.543;GRP;SG
646862;23.07.2008;DE12;10101842;56;20937.408;DIR;KL
646875;23.07.2008;DE12;10099450;44;16571.88;DIR;KL
646895;23.07.2008;DE12;10106734;37;20431.022;DIR;KL
646910;23.07.2008;DE12;10100057;7.53;3987.995;DIR;TL
646910;23.07.2008;DE12;10105648;4.62;2176.47;GRP;TL
646911;23.07.2008;DE14;10099911;1.07;319.074;GRP;SG
646911;23.07.2008;DE14;10100012;0.5;221;GRP;SG
646911;23.07.2008;DE14;10100028;3.72;1020.51;GRP;TL
646911;23.07.2008;DE14;10101086;1.83;472.94;GRP;SG
646911;23.07.2008;DE14;10108161;1.16;213.98;GRP;SG
646911;23.07.2008;DE14;10117760;2.28;430.95;GRP;SG
646916;23.07.2008;DE14;10188442;46.55;13043.36;DIR;KL
646924;23.07.2008;DE12;10159848;53.4;19427.972;DIR;KL
646927;23.07.2008;DE14;10099247;1;343.06;GRP;SG
646927;23.07.2008;DE14;10102187;5;2259.15;GRP;TL
646927;23.07.2008;DE14;10106833;0.5;133.4;GRP;SG
646927;23.07.2008;DE14;10107741;1.71;1017.092;GRP;TL
646933;23.07.2008;DE12;10159977;35;19770.418;DIR;KL
646939;23.07.2008;DE14;10099407;63.64;10056.76;DIR;TL
646940;23.07.2008;DE14;10188442;30.5;4369.4;DIR;TL
646941;23.07.2008;DE14;10106650;33;11880;DIR;KL
646954;23.07.2008;DE12;10099592;54.25;19156.48;DIR;KL
646959;23.07.2008;DE12;10102808;1.04;412.045;GRP;SG
646965;23.07.2008;DE12;10104377;39;18087.12;DIR;KL
646966;23.07.2008;DE12;10106687;51;20659.44;DIR;KL
646967;23.07.2008;DE14;10103754;1;493;GRP;SG
646967;23.07.2008;DE14;10103919;2.78;1257.385;GRP;TL
646967;23.07.2008;DE14;10232345;0.48;117.12;GRP;SG
646968;23.07.2008;DE12;10107713;30;21712.04;DIR;KL
646971;23.07.2008;DE14;10100165;1.58;820.198;GRP;SG
646971;23.07.2008;DE14;10100315;1.73;803.408;GRP;SG
646971;23.07.2008;DE14;10101171;0.61;92.02;GRP;SG
646971;23.07.2008;DE14;10101885;1;266.8;GRP;SG
646971;23.07.2008;DE14;10103093;2.56;997.187;GRP;SG
646971;23.07.2008;DE14;10145180;4.36;1271.942;GRP;TL
646972;23.07.2008;DE14;10099227;4.13;2079.771;GRP;TL
646972;23.07.2008;DE14;10099258;9;4050.661;DIR;TL
646972;23.07.2008;DE14;10099954;5.39;3117.913;DIR;TL
646972;23.07.2008;DE14;10100117;6.86;3710.645;DIR;TL
646996;23.07.2008;DE14;10101745;53;19453.72;DIR;KL
647013;23.07.2008;DE14;10099407;30;6722.4;DIR;TL
647022;23.07.2008;DE12;10101745;51;20556.18;DIR;KL
647044;23.07.2008;DE12;10101988;52.44;20929.896;DIR;KL
647047;23.07.2008;DE14;10101780;4.92;3537.793;DIR;TL
647047;23.07.2008;DE14;10101901;3.12;2339.328;GRP;TL
647047;23.07.2008;DE14;10102301;1.16;208.66;GRP;SG
647047;23.07.2008;DE14;10102553;3.25;963;GRP;SG
647047;23.07.2008;DE14;10105278;3.11;1781.772;GRP;TL
647047;23.07.2008;DE14;10106089;3.25;963;GRP;SG
647047;23.07.2008;DE14;10106971;0.5;112.04;GRP;SG
647050;23.07.2008;DE12;10103132;22.35;11957.514;DIR;KL
647051;23.07.2008;DE12;10099381;36;14621.056;DIR;KL
647052;23.07.2008;DE12;10099622;4.32;2743.381;GRP;TL
647052;23.07.2008;DE12;10099909;2.09;507.24;GRP;SG
647052;23.07.2008;DE12;10106317;15.52;3200.15;DIR;TL
647052;23.07.2008;DE12;10106761;2.13;669.376;GRP;SG
647101;23.07.2008;DE12;10107640;51;21003.84;DIR;KL
647124;23.07.2008;DE14;10101266;2;609.86;GRP;SG
647126;23.07.2008;DE14;10099242;1.33;451.53;GRP;SG
647126;23.07.2008;DE14;10099274;3.38;916.3;GRP;SG
647126;23.07.2008;DE14;10099360;2.92;1847.919;GRP;TL
647126;23.07.2008;DE14;10100151;0.5;133.4;GRP;SG
647126;23.07.2008;DE14;10100316;0.5;133.4;GRP;SG
647126;23.07.2008;DE14;10106452;0.5;133.4;GRP;SG
647126;23.07.2008;DE14;10108184;5;1779.2;GRP;TL
647127;23.07.2008;DE12;10101995;4.28;3107.168;DIR;TL
647128;23.07.2008;DE12;10103347;6.97;4553.87;DIR;TL
647129;23.07.2008;DE12;10106720;5.68;3649.873;DIR;TL
647130;23.07.2008;DE12;10105280;3.57;2187.042;GRP;TL
647131;23.07.2008;DE12;10105285;6.51;3010.102;DIR;TL
647132;23.07.2008;DE12;10104274;10.57;5162.721;DIR;TL
647133;23.07.2008;DE12;10101934;2.61;1821.9;GRP;TL
647133;23.07.2008;DE12;10102965;6.64;4160.951;DIR;TL
647133;23.07.2008;DE12;10103887;0.64;130.76;GRP;SG
647133;23.07.2008;DE12;10106090;1.41;254.15;GRP;SG
647133;23.07.2008;DE12;10107454;0.95;181.31;GRP;SG
647133;23.07.2008;DE12;10107560;0.66;163.68;GRP;SG
647133;23.07.2008;DE12;10201381;0.21;89.96;GRP;SG
647134;23.07.2008;DE12;10105646;4.84;2855.102;GRP;TL
647135;23.07.2008;DE12;10102126;1.12;240.75;GRP;SG
647135;23.07.2008;DE12;10103170;1.09;839.891;GRP;SG
647135;23.07.2008;DE12;10104805;1.8;365.01;GRP;SG
647135;23.07.2008;DE12;10105535;3.75;821.14;GRP;SG
647135;23.07.2008;DE12;10106941;1.5;349.2;GRP;SG
647135;23.07.2008;DE12;10106968;1.73;358.08;GRP;SG
647135;23.07.2008;DE12;10108074;1.28;213.12;GRP;SG
647135;23.07.2008;DE12;10108596;1.18;246.86;GRP;SG
647135;23.07.2008;DE12;10175210;1.45;326.25;GRP;SG
647135;23.07.2008;DE12;10188265;1.12;236.41;GRP;SG
647135;23.07.2008;DE12;10229947;0.21;90.06;GRP;SG
647153;23.07.2008;DE14;10101842;22.99;4654.93;DIR;TL
647153;23.07.2008;DE14;10101862;2.63;1481.58;GRP;TL
647153;23.07.2008;DE14;10108633;0.25;74.3;GRP;SG
647156;23.07.2008;DE12;10106192;2.52;898.086;GRP;SG
647156;23.07.2008;DE12;10167230;0.28;82.32;GRP;SG
647162;23.07.2008;DE12;10099381;51.56;21660.204;DIR;KL
647175;23.07.2008;DE12;10101745;51.75;20723.952;DIR;KL
647176;23.07.2008;DE14;10099725;3.95;2069.275;GRP;TL
647176;23.07.2008;DE14;10100391;2.61;1277.96;GRP;TL
647176;23.07.2008;DE14;10101210;1.44;583.938;GRP;SG
647176;23.07.2008;DE14;10105860;1;343.06;GRP;SG
647176;23.07.2008;DE14;10106795;3.77;1071.523;GRP;TL
647176;23.07.2008;DE14;10108369;8.11;3069.536;DIR;TL
647180;23.07.2008;DE14;10107640;36;14774.4;DIR;KL
647181;23.07.2008;DE14;10099626;7.31;4142.737;DIR;TL
647181;23.07.2008;DE14;10100235;3.03;1428.842;GRP;TL
647186;23.07.2008;DE12;10099614;5.6;2601.206;GRP;TL
647186;23.07.2008;DE12;10099762;0.74;343.11;GRP;SG
647186;23.07.2008;DE12;10104945;1.32;235.76;GRP;SG
647187;23.07.2008;DE17;10099428;34;17866.896;DIR;KL
647188;23.07.2008;DE17;10105743;2.9;2080.341;GRP;TL
647188;23.07.2008;DE17;10107515;1;403.2;GRP;SG
647189;23.07.2008;DE17;10159540;8;3939;DIR;TL
647190;23.07.2008;DE17;10104410;59;17515.56;DIR;KL
647191;23.07.2008;DE17;10099259;2.21;370.02;GRP;SG
647191;23.07.2008;DE17;10104025;0.12;32.3;GRP;SG
647192;23.07.2008;DE17;10099478;1.92;899.52;GRP;SG
647192;23.07.2008;DE17;10099994;3.91;2169.94;GRP;TL
647192;23.07.2008;DE17;10106489;0.5;133.4;GRP;SG
647193;23.07.2008;DE14;10176855;1;343.06;GRP;SG
647194;23.07.2008;DE14;10100017;0.19;81.48;GRP;SG
647194;23.07.2008;DE14;10100445;0.21;138.84;GRP;SG
647194;23.07.2008;DE14;10100523;0.27;163.1;GRP;SG
647194;23.07.2008;DE14;10101411;0.88;148.24;GRP;SG
647194;23.07.2008;DE14;10105863;2.27;429.12;GRP;SG
647194;23.07.2008;DE14;10106380;3.58;2342.058;GRP;TL
647194;23.07.2008;DE14;10106382;3.4;1568.589;GRP;TL
647206;23.07.2008;DE14;10099291;4.53;2366.06;GRP;TL
647206;23.07.2008;DE14;10099618;5.3;2800.883;GRP;TL
647206;23.07.2008;DE14;10100471;8.77;2591.31;GRP;TL
647206;23.07.2008;DE14;10101979;0.23;97.16;GRP;SG
647206;23.07.2008;DE14;10228068;0.15;63.1;GRP;SG
647206;23.07.2008;DE14;10244129;6.58;2263.64;GRP;TL
647214;23.07.2008;DE14;10099410;27;7076.5;DIR;TL
647217;23.07.2008;DE12;10237129;48.73;19535.894;DIR;KL
647223;23.07.2008;DE12;10099759;0.28;111.36;GRP;SG
647223;23.07.2008;DE12;10100127;1.22;204.91;GRP;SG
647223;23.07.2008;DE12;10100379;3.67;2345.856;GRP;TL
647223;23.07.2008;DE12;10100669;0.4;67;GRP;SG
647223;23.07.2008;DE12;10101961;2.33;866.524;GRP;SG
647223;23.07.2008;DE12;10104264;1.04;522.59;GRP;SG
647223;23.07.2008;DE12;10104895;2.22;544.43;GRP;SG
647223;23.07.2008;DE12;10107867;3.01;879.17;GRP;SG
647223;23.07.2008;DE12;10108378;5.13;1779.73;GRP;TL
647223;23.07.2008;DE12;10234594;0.73;223.5;GRP;SG
647224;23.07.2008;DE14;10099498;3.49;1695.34;GRP;TL
647228;23.07.2008;DE14;10099670;28.8;5963.12;DIR;TL
647228;23.07.2008;DE14;10100800;0.19;110.52;GRP;SG
647228;23.07.2008;DE14;10106299;6.06;3415.683;DIR;TL
647230;23.07.2008;DE12;10108184;55;18740.75;DIR;KL
647250;23.07.2008;DE14;10099565;2.94;1284.915;GRP;TL
647250;23.07.2008;DE14;10099569;1;343.06;GRP;SG
647250;23.07.2008;DE14;10099589;3.34;1431.875;GRP;TL
647250;23.07.2008;DE14;10101993;1.53;711.732;GRP;SG
647251;23.07.2008;DE14;10100141;2.51;1170.63;GRP;TL
647251;23.07.2008;DE14;10101517;0.5;133.4;GRP;SG
647251;23.07.2008;DE14;10108163;2.45;414.91;GRP;SG
647252;23.07.2008;DE14;10099209;5.19;3306.28;DIR;TL
647252;23.07.2008;DE14;10100298;6.11;3281.488;DIR;TL
647252;23.07.2008;DE14;10105515;4.88;2346.425;GRP;TL
647253;23.07.2008;DE14;10099489;0.65;164.62;GRP;SG
647253;23.07.2008;DE14;10099537;0.5;133.4;GRP;SG
647253;23.07.2008;DE14;10099544;2.1;1272.06;GRP;TL
647253;23.07.2008;DE14;10099573;9.2;4609.297;DIR;TL
647253;23.07.2008;DE14;10106203;3.53;2049.758;GRP;TL
647253;23.07.2008;DE14;10107869;2.5;1110.306;GRP;TL
647264;23.07.2008;DE14;10104377;21;4607.448;DIR;TL
647269;23.07.2008;DE14;10099639;0.5;133.4;GRP;SG
647270;23.07.2008;DE14;10099236;7.72;3995.32;DIR;TL
647270;23.07.2008;DE14;10099332;6.19;2866.737;GRP;TL
647270;23.07.2008;DE14;10099956;2.15;1413.764;GRP;TL
647271;23.07.2008;DE14;10099629;7.1;4214.345;DIR;TL
647271;23.07.2008;DE14;10101146;0.73;157.27;GRP;SG
647271;23.07.2008;DE14;10105637;3.98;2100.099;GRP;TL
647271;23.07.2008;DE14;10107437;0.5;133.4;GRP;SG
647271;23.07.2008;DE14;10153230;1.01;220.1;GRP;SG
647271;23.07.2008;DE14;10156437;2.39;1383.32;GRP;TL
647273;23.07.2008;DE17;10159542;8;4361.5;DIR;TL
647274;23.07.2008;DE17;10099428;57;20180.968;DIR;KL
647275;23.07.2008;DE17;10101952;10.83;5933.851;DIR;TL
647276;23.07.2008;DE17;10102513;1.04;198.33;GRP;SG
647276;23.07.2008;DE17;10104040;2.37;1602.029;GRP;TL
647276;23.07.2008;DE17;10107633;0.89;188.78;GRP;SG
647276;23.07.2008;DE17;10108107;2.75;1862.346;GRP;TL
647277;23.07.2008;DE17;10099474;31.25;7293.8;DIR;TL
647277;23.07.2008;DE17;10100411;6.2;2729.4;GRP;TL
647278;23.07.2008;DE17;10100368;1.41;696.763;GRP;SG
647278;23.07.2008;DE17;10103343;1.33;334.27;GRP;SG
647278;23.07.2008;DE17;10104363;1.75;366;GRP;SG
647278;23.07.2008;DE17;10106008;0.5;133.4;GRP;SG
647279;23.07.2008;DE17;10100118;4.52;2674.888;GRP;TL
647279;23.07.2008;DE17;10100761;6.19;3487.202;DIR;TL
647280;23.07.2008;DE17;10100050;5.47;2218.364;GRP;TL
647280;23.07.2008;DE17;10100377;8.24;3890.353;DIR;TL
647280;23.07.2008;DE17;10137241;3.35;1383.7;GRP;TL
647281;23.07.2008;DE17;10100109;3.76;2463.366;GRP;TL
647281;23.07.2008;DE17;10100367;4.17;2217.681;GRP;TL
647281;23.07.2008;DE17;10100373;3.71;1208.52;GRP;TL
647281;23.07.2008;DE17;10105747;0.98;154.97;GRP;SG
647281;23.07.2008;DE17;10107114;3.27;911.33;GRP;SG
647281;23.07.2008;DE17;10108497;1.36;310.68;GRP;SG
647282;23.07.2008;DE17;10099548;35.96;8927.668;DIR;TL
647282;23.07.2008;DE17;10100372;1.06;634.389;GRP;SG
647283;23.07.2008;DE17;10100809;7.34;4121.455;DIR;TL
647283;23.07.2008;DE17;10103747;3;1172.79;GRP;TL
647284;23.07.2008;DE17;10104284;32;8432.96;DIR;TL
647285;23.07.2008;DE17;10099475;59.67;22583.676;DIR;KL
647286;23.07.2008;DE17;10099193;20.14;8829.21;DIR;TL
647286;23.07.2008;DE17;10107542;25.35;5092.74;DIR;TL
647287;23.07.2008;DE17;10106985;1.24;504.842;GRP;SG
647287;23.07.2008;DE17;10244063;0.25;198;GRP;SG
647288;23.07.2008;DE17;10099204;5.16;2834.85;GRP;TL
647288;23.07.2008;DE17;10099475;29.25;4957.5;DIR;TL
647288;23.07.2008;DE17;10099513;5.21;3049.535;DIR;TL
647289;23.07.2008;DE17;10099307;3.13;922.17;GRP;SG
647289;23.07.2008;DE17;10108062;1;343.06;GRP;SG
647290;23.07.2008;DE17;10099435;9.17;5359.664;DIR;TL
647290;23.07.2008;DE17;10108614;22.34;7077.2;DIR;TL
647291;23.07.2008;DE17;10100097;3.62;1877.73;GRP;TL
647291;23.07.2008;DE17;10100354;2.25;1116.1;GRP;TL
647291;23.07.2008;DE17;10105738;2.72;1878.42;GRP;TL
647291;23.07.2008;DE17;10106020;1.67;823.64;GRP;SG
647292;23.07.2008;DE17;10099416;1;131.2;GRP;SG
647292;23.07.2008;DE17;10099425;1;210.96;GRP;SG
647292;23.07.2008;DE17;10100157;3.01;1194.45;GRP;TL
647292;23.07.2008;DE17;10100394;1.56;856.906;GRP;SG
647292;23.07.2008;DE17;10100516;1.41;802.687;GRP;SG
647292;23.07.2008;DE17;10100661;2.04;1009.343;GRP;TL
647292;23.07.2008;DE17;10100816;1.97;1045.632;GRP;TL
647292;23.07.2008;DE17;10101519;0.85;460.452;GRP;SG
647292;23.07.2008;DE17;10102124;0.91;187.06;GRP;SG
647292;23.07.2008;DE17;10103748;7;2613.05;GRP;TL
647292;23.07.2008;DE17;10103749;6;2129.41;GRP;TL
647292;23.07.2008;DE17;10104618;1.13;213.31;GRP;SG
647292;23.07.2008;DE17;10105265;3.15;1759.474;GRP;TL
647292;23.07.2008;DE17;10105266;3.15;1902.8;GRP;TL
647292;23.07.2008;DE17;10105272;2;998.093;GRP;SG
647292;23.07.2008;DE17;10105774;0.29;60.8;GRP;SG
647292;23.07.2008;DE17;10105995;0.62;364.5;GRP;SG
647292;23.07.2008;DE17;10106957;1.16;211.87;GRP;SG
647292;23.07.2008;DE17;10107029;0.54;143.97;GRP;SG
647292;23.07.2008;DE17;10107556;1.24;296.47;GRP;SG
647292;23.07.2008;DE17;10108237;1.95;1040.807;GRP;TL
647292;23.07.2008;DE17;10146506;1.75;349.65;GRP;SG
647292;23.07.2008;DE17;10159548;8;3727.75;DIR;TL
647292;23.07.2008;DE17;10244359;0.32;189.06;GRP;SG
647293;23.07.2008;DE17;10099450;36;10280.91;DIR;TL
647293;23.07.2008;DE17;10099532;4.53;3095.52;DIR;TL
647293;23.07.2008;DE17;10099567;2.02;1111.466;GRP;TL
647293;23.07.2008;DE17;10105625;3.05;1967.474;GRP;TL
647294;23.07.2008;DE17;10099433;4;2815.385;GRP;TL
647294;23.07.2008;DE17;10099446;46;15936.562;DIR;KL
647294;23.07.2008;DE17;10106568;2.92;1269.679;GRP;TL
647295;23.07.2008;DE17;10099448;52.34;18922.84;DIR;KL
647295;23.07.2008;DE17;10100758;1.48;685.554;GRP;SG
647295;23.07.2008;DE17;10106081;1.29;228.86;GRP;SG
647295;23.07.2008;DE17;10106695;1;403.2;GRP;SG
647295;23.07.2008;DE17;10106892;0.72;238.88;GRP;SG
647295;23.07.2008;DE17;10106958;0.87;202.8;GRP;SG
647295;23.07.2008;DE17;10108328;1.71;508.76;GRP;SG
647295;23.07.2008;DE17;10118154;0.71;300.98;GRP;SG
647295;23.07.2008;DE17;10145512;0.5;221;GRP;SG
647295;23.07.2008;DE17;10188967;1.1;499.12;GRP;SG
647295;23.07.2008;DE17;10192141;0.17;72.74;GRP;SG
647295;23.07.2008;DE17;10205697;0.11;62.62;GRP;SG
647296;23.07.2008;DE17;10099592;63.5;7306.6;DIR;TL
647297;23.07.2008;DE17;10099592;4;1641.6;GRP;TL
647297;23.07.2008;DE17;10107647;3;1179.84;GRP;TL
647298;23.07.2008;DE17;10099447;47.38;17092.988;DIR;KL
647299;23.07.2008;DE17;10100722;1.23;241.2;GRP;SG
647299;23.07.2008;DE17;10100980;1.23;369.68;GRP;SG
647299;23.07.2008;DE17;10101163;2.62;664.61;GRP;SG
647299;23.07.2008;DE17;10107007;5.41;1473.45;GRP;TL
647299;23.07.2008;DE17;10141744;26.29;8838.02;DIR;TL
647299;23.07.2008;DE17;10206349;0.2;104.68;GRP;SG
647300;23.07.2008;DE14;10107640;51;16851.168;DIR;KL
647301;23.07.2008;DE14;10099490;0.63;181.08;GRP;SG
647301;23.07.2008;DE14;10100737;0.25;88.96;GRP;SG
647301;23.07.2008;DE14;10101259;0.5;133.4;GRP;SG
647302;23.07.2008;DE14;10100139;0.33;55.34;GRP;SG
647304;23.07.2008;DE14;10101516;6.16;3579.352;DIR;TL
647304;23.07.2008;DE14;10103727;5.06;2660.141;GRP;TL
647304;23.07.2008;DE14;10106283;2.43;912.532;GRP;SG
647323;23.07.2008;DE12;10099311;4.4;2818.797;GRP;TL
647323;23.07.2008;DE12;10099383;1;403.2;GRP;SG
647323;23.07.2008;DE12;10099384;2.97;771.26;GRP;SG
647323;23.07.2008;DE12;10101185;0.5;133.4;GRP;SG
647329;23.07.2008;DE14;10108125;37.7;10232.678;DIR;TL
647338;23.07.2008;DE12;10099546;33.85;12747.82;DIR;KL
647346;23.07.2008;DE14;10099670;30.55;7016.68;DIR;TL
647365;23.07.2008;DE14;10099277;5.14;2504.488;GRP;TL
647365;23.07.2008;DE14;10099901;2.5;908.504;GRP;SG
647365;23.07.2008;DE14;10101011;0.21;78.7;GRP;SG
647365;23.07.2008;DE14;10104874;0.33;195.38;GRP;SG
647365;23.07.2008;DE14;10105665;3.34;1954.814;GRP;TL
647365;23.07.2008;DE14;10105720;4.09;2062.021;GRP;TL
647365;23.07.2008;DE14;10235205;2.03;1180.289;GRP;TL
647369;23.07.2008;DE12;10099479;0.35;77.33;GRP;SG
647369;23.07.2008;DE12;10105038;1.17;257.43;GRP;SG
647369;23.07.2008;DE12;10105244;0.5;281.88;GRP;SG
647434;23.07.2008;DE14;10099430;32.5;5323.2;DIR;TL
647543;23.07.2008;DE12;10099546;27.74;4576.05;DIR;TL
647569;23.07.2008;DE14;10107640;24;9849.6;DIR;TL
647594;23.07.2008;DE14;10159848;6.97;1704.56;GRP;TL
647865;23.07.2008;DE14;10104811;25.5;6290.76;DIR;TL
648061;23.07.2008;DE14;10108348;1.8;623.342;GRP;SG
646664;24.07.2008;DE12;10106687;50;20169.56;DIR;KL
646669;24.07.2008;DE12;10188442;40;20966.4;DIR;KL
646670;24.07.2008;DE12;10099407;47;20975.4;DIR;KL
646671;24.07.2008;DE12;10101842;52;20416.66;DIR;KL
646672;24.07.2008;DE12;10106317;49.13;19906.976;DIR;KL
646863;24.07.2008;DE12;10099279;40;21046.68;DIR;KL
646959;24.07.2008;DE12;10105056;1.33;777.395;GRP;SG
646985;24.07.2008;DE12;10102498;49.13;21593.92;DIR;KL
647052;24.07.2008;DE12;10099909;3.02;2008.715;GRP;TL
647229;24.07.2008;DE12;10099383;32;13365.24;DIR;KL
647271;24.07.2008;DE14;10107471;1.83;502.89;GRP;SG
647392;24.07.2008;DE12;10127482;52.75;18741.28;DIR;KL
647449;24.07.2008;DE12;10101842;56;20549.588;DIR;KL
647452;24.07.2008;DE14;10101789;2.95;2471.165;GRP;TL
647452;24.07.2008;DE14;10102702;1;193.15;GRP;SG
647452;24.07.2008;DE14;10104801;1.35;344.18;GRP;SG
647452;24.07.2008;DE14;10105620;1.73;1018.715;GRP;TL
647452;24.07.2008;DE14;10106141;2.47;1558.22;GRP;TL
647452;24.07.2008;DE14;10106175;0.25;18;GRP;SG
647452;24.07.2008;DE14;10107566;0.23;65.78;GRP;SG
647465;24.07.2008;DE12;10099425;55;20481.634;DIR;KL
647481;24.07.2008;DE12;10107921;41.42;15482.4;DIR;KL
647482;24.07.2008;DE14;10101160;0.48;179.24;GRP;SG
647566;24.07.2008;DE14;10104377;60;24710.4;DIR;KL
647570;24.07.2008;DE14;10102854;0.78;192.49;GRP;SG
647570;24.07.2008;DE14;10102856;1.16;212.89;GRP;SG
647570;24.07.2008;DE14;10103217;1.84;538.66;GRP;SG
647570;24.07.2008;DE14;10103480;3;661.74;GRP;SG
647570;24.07.2008;DE14;10106097;3.25;963;GRP;SG
647576;24.07.2008;DE12;10159848;59.28;18639.578;DIR;KL
647577;24.07.2008;DE14;10101760;3.03;1694.791;GRP;TL
647577;24.07.2008;DE14;10101771;5.12;3968.661;DIR;TL
647577;24.07.2008;DE14;10102863;5.77;3018.504;DIR;TL
647577;24.07.2008;DE14;10104769;0.58;147.15;GRP;SG
647577;24.07.2008;DE14;10104783;0.71;158.36;GRP;SG
647577;24.07.2008;DE14;10105755;6.93;3207.58;DIR;TL
647577;24.07.2008;DE14;10106954;0.73;168.05;GRP;SG
647577;24.07.2008;DE14;10107100;2.2;578.3;GRP;SG
647579;24.07.2008;DE12;10099432;41;19841.462;DIR;KL
647581;24.07.2008;DE12;10105692;5.05;3119.931;DIR;TL
647604;24.07.2008;DE12;10099416;59;20612.062;DIR;KL
647606;24.07.2008;DE14;10104377;8;2862.488;GRP;TL
647607;24.07.2008;DE14;10103284;8;3320.6;DIR;TL
647608;24.07.2008;DE12;10103284;52;19727.444;DIR;KL
647609;24.07.2008;DE14;10102853;4.33;3110.481;DIR;TL
647609;24.07.2008;DE14;10102966;5.37;3535.967;DIR;TL
647609;24.07.2008;DE14;10105612;6.91;4070.831;DIR;TL
647609;24.07.2008;DE14;10108207;4.51;2845.595;GRP;TL
647612;24.07.2008;DE14;10105089;33;14813.542;DIR;KL
647613;24.07.2008;DE14;10102866;0.5;98.7;GRP;SG
647645;24.07.2008;DE12;10099471;53;20769.8;DIR;KL
647654;24.07.2008;DE14;10099655;3.21;802.7;GRP;SG
647674;24.07.2008;DE14;10101820;3.99;2767.656;GRP;TL
647674;24.07.2008;DE14;10102181;2.16;1414.424;GRP;TL
647674;24.07.2008;DE14;10102318;1.6;585.404;GRP;SG
647674;24.07.2008;DE14;10102866;2.89;1998.806;GRP;TL
647674;24.07.2008;DE14;10103075;0.96;212.47;GRP;SG
647674;24.07.2008;DE14;10106987;0.65;159.98;GRP;SG
647674;24.07.2008;DE14;10106989;0.59;135.2;GRP;SG
647697;24.07.2008;DE14;10126884;2;533.6;GRP;SG
647706;24.07.2008;DE14;10099256;2.04;633.84;GRP;SG
647706;24.07.2008;DE14;10099270;7.25;4254.845;DIR;TL
647706;24.07.2008;DE14;10100147;2.07;921.431;GRP;SG
647706;24.07.2008;DE14;10104533;1.02;229.62;GRP;SG
647706;24.07.2008;DE14;10107727;0.98;255.87;GRP;SG
647711;24.07.2008;DE14;10099290;3.18;1595.489;GRP;TL
647711;24.07.2008;DE14;10100297;4.22;2005.131;GRP;TL
647711;24.07.2008;DE14;10105751;7.43;3825.079;DIR;TL
647712;24.07.2008;DE14;10103706;1.13;252.45;GRP;SG
647712;24.07.2008;DE14;10108095;0.4;122.86;GRP;SG
647712;24.07.2008;DE14;10108144;0.5;133.4;GRP;SG
647712;24.07.2008;DE14;10108238;1.5;400.2;GRP;SG
647712;24.07.2008;DE14;10138913;1.5;400.2;GRP;SG
647712;24.07.2008;DE14;10206506;1.92;420.79;GRP;SG
647748;24.07.2008;DE14;10108473;57;20429.688;DIR;KL
647752;24.07.2008;DE14;10100153;4.13;2041.445;GRP;TL
647753;24.07.2008;DE14;10101781;8.32;4710.971;DIR;TL
647756;24.07.2008;DE14;10099676;2.37;963.39;GRP;SG
647759;24.07.2008;DE14;10159848;64.17;10390.26;DIR;TL
647779;24.07.2008;DE14;10099282;4.12;2166.939;GRP;TL
647779;24.07.2008;DE14;10100287;4.58;2661.414;GRP;TL
647779;24.07.2008;DE14;10100289;3.1;1506.502;GRP;TL
647779;24.07.2008;DE14;10107068;11.26;3374.45;DIR;TL
647847;24.07.2008;DE12;10099507;46.28;20883.646;DIR;KL
647851;24.07.2008;DE12;10099431;44.65;18857.8;DIR;KL
647855;24.07.2008;DE12;10099630;56.23;20279.626;DIR;KL
647860;24.07.2008;DE17;10100093;7.53;3899.041;DIR;TL
647860;24.07.2008;DE17;10100095;8.65;4717.63;DIR;TL
647860;24.07.2008;DE17;10105749;2.55;1444.282;GRP;TL
647860;24.07.2008;DE17;10106018;3.53;1808.406;GRP;TL
647860;24.07.2008;DE17;10106136;2;168;GRP;SG
647861;24.07.2008;DE14;10099619;5.3;2681.449;GRP;TL
647861;24.07.2008;DE14;10102354;3.54;2654.601;GRP;TL
647861;24.07.2008;DE14;10102771;0.66;113.98;GRP;SG
647861;24.07.2008;DE14;10104885;5.43;3002.802;DIR;TL
647861;24.07.2008;DE14;10105282;0.9;190.38;GRP;SG
647861;24.07.2008;DE14;10146731;0.17;78.76;GRP;SG
647862;24.07.2008;DE14;10100117;0.25;194;GRP;SG
647864;24.07.2008;DE14;10099268;5.72;2754.603;GRP;TL
647864;24.07.2008;DE14;10099530;3.06;1614.42;GRP;TL
647864;24.07.2008;DE14;10100099;2;1193.71;GRP;TL
647864;24.07.2008;DE14;10100265;4.47;2489.484;GRP;TL
647866;24.07.2008;DE12;10099467;54;20489.396;DIR;KL
647869;24.07.2008;DE12;10101964;4.08;2038.995;GRP;TL
