Shp_No;Delivery_day;Plant;Ship-to2;Pallets;GWkg;TT;TT2
645754;21.07.2008;DE17;10106009;3.47;1623.698;GRP;TL
645754;21.07.2008;DE17;10106011;1.42;668.03;GRP;SG
645754;21.07.2008;DE17;10106137;34.25;6987;DIR;TL
645754;21.07.2008;DE17;10206347;0.17;64.58;GRP;SG
645755;21.07.2008;DE17;10099225;0.5;143.15;GRP;SG
645755;21.07.2008;DE17;10099232;4.53;1171.71;GRP;TL
645755;21.07.2008;DE17;10099310;5.83;1903.63;GRP;TL
645755;21.07.2008;DE17;10099417;1.65;417.81;GRP;SG
645755;21.07.2008;DE17;10099421;2.88;1577.482;GRP;TL
645755;21.07.2008;DE17;10099523;1.4;600.177;GRP;SG
645755;21.07.2008;DE17;10099558;3.09;1272.871;GRP;TL
645755;21.07.2008;DE17;10099717;1.82;836.575;GRP;SG
645755;21.07.2008;DE17;10100341;1.95;592.53;GRP;SG
645755;21.07.2008;DE17;10100348;1.28;674.91;GRP;SG
645755;21.07.2008;DE17;10100845;0.96;200.67;GRP;SG
645755;21.07.2008;DE17;10100867;1.02;190.84;GRP;SG
645755;21.07.2008;DE17;10100987;0.86;195.94;GRP;SG
645755;21.07.2008;DE17;10101194;2.17;988.017;GRP;SG
645755;21.07.2008;DE17;10104383;0.25;121.1;GRP;SG
645755;21.07.2008;DE17;10104628;3.8;2219.94;GRP;TL
645755;21.07.2008;DE17;10105271;1.51;783.62;GRP;SG
645755;21.07.2008;DE17;10105628;4.31;1523.28;GRP;TL
645755;21.07.2008;DE17;10105659;1.61;709.155;GRP;SG
645755;21.07.2008;DE17;10105724;2.54;1046.079;GRP;TL
645755;21.07.2008;DE17;10106070;0.78;179.55;GRP;SG
645755;21.07.2008;DE17;10106074;1.66;360.59;GRP;SG
645755;21.07.2008;DE17;10106082;0.77;179.84;GRP;SG
645755;21.07.2008;DE17;10106234;0.92;178.06;GRP;SG
645755;21.07.2008;DE17;10106399;2.35;1548.566;GRP;TL
645755;21.07.2008;DE17;10106927;7.09;952.8;GRP;SG
645755;21.07.2008;DE17;10107037;0.35;127.4;GRP;SG
645755;21.07.2008;DE17;10107559;3.81;1206.004;GRP;TL
645755;21.07.2008;DE17;10107914;0.62;117.2;GRP;SG
645755;21.07.2008;DE17;10114509;1.24;229.64;GRP;SG
645755;21.07.2008;DE17;10127266;4.25;1525.046;GRP;TL
645755;21.07.2008;DE17;10127431;1.39;262.5;GRP;SG
645755;21.07.2008;DE17;10209700;0.3;162.6;GRP;SG
645756;21.07.2008;DE14;10101259;4.41;2599.594;GRP;TL
645757;21.07.2008;DE14;10099564;1.29;506.6;GRP;SG
645758;21.07.2008;DE14;10210310;0.77;205.15;GRP;SG
645760;21.07.2008;DE14;10106665;1.17;445.79;GRP;SG
645761;21.07.2008;DE14;10105860;4.65;2559.799;GRP;TL
645762;21.07.2008;DE14;10099955;9.76;5578.942;DIR;TL
645762;21.07.2008;DE14;10101266;4.31;2136.854;GRP;TL
645762;21.07.2008;DE14;10108206;2.76;819.67;GRP;SG
645762;21.07.2008;DE14;10118213;3.28;2108.921;GRP;TL
645762;21.07.2008;DE14;10127137;1.43;307.52;GRP;SG
645764;21.07.2008;DE14;10100316;1.93;1022.99;GRP;TL
645765;21.07.2008;DE14;10099266;3.95;1905.537;GRP;TL
645765;21.07.2008;DE14;10099960;6.43;3197.688;DIR;TL
645784;21.07.2008;DE14;10099244;2.14;784.34;GRP;SG
645784;21.07.2008;DE14;10103750;6;2232.88;GRP;TL
645784;21.07.2008;DE14;10105935;1.59;487.863;GRP;SG
645785;21.07.2008;DE14;10099639;1.67;964.142;GRP;SG
645785;21.07.2008;DE14;10100165;2.1;1263.909;GRP;TL
645785;21.07.2008;DE14;10101885;2.51;1302.036;GRP;TL
645793;21.07.2008;DE14;10100170;1.63;766.696;GRP;SG
645793;21.07.2008;DE14;10118153;0.38;84.8;GRP;SG
645803;21.07.2008;DE14;10106218;2.21;1343.226;GRP;TL
645817;21.07.2008;DE12;10099623;3.23;1580.42;GRP;TL
645817;21.07.2008;DE12;10105284;1.11;474.523;GRP;SG
645817;21.07.2008;DE12;10108658;1.15;194.46;GRP;SG
645817;21.07.2008;DE12;10114470;0.37;158.68;GRP;SG
645818;21.07.2008;DE12;10106687;50;19636.79;DIR;KL
645819;21.07.2008;DE14;10101441;28.42;9508.554;DIR;TL
645860;21.07.2008;DE12;10102968;44.5;14691.88;DIR;KL
645862;21.07.2008;DE12;10108094;50.34;19176.268;DIR;KL
645881;21.07.2008;DE12;10099214;3.39;805.68;GRP;SG
645881;21.07.2008;DE12;10099698;5.68;2634.602;GRP;TL
645886;21.07.2008;DE14;10099251;1.86;984.67;GRP;SG
645889;21.07.2008;DE14;10140334;21.93;11884.95;DIR;KL
645903;21.07.2008;DE14;10099361;3.45;1686.345;GRP;TL
645923;21.07.2008;DE14;10107247;32;9788.82;DIR;TL
645967;21.07.2008;DE14;10140334;53.52;20959.454;DIR;KL
646072;21.07.2008;DE14;10099568;32.7;11605.96;DIR;KL
646084;21.07.2008;DE14;10188442;41.5;10502.954;DIR;TL
646093;21.07.2008;DE14;10099196;31.75;5002.54;DIR;TL
646227;21.07.2008;DE14;10099196;6;799;GRP;SG
646523;21.07.2008;DE17;10100224;0.75;126.3;GRP;SG
645751;22.07.2008;DE17;10103752;12;4425.22;DIR;TL
645757;22.07.2008;DE14;10099212;4.48;1129.15;GRP;TL
645757;22.07.2008;DE14;10099564;1.01;590.542;GRP;SG
645760;22.07.2008;DE14;10101307;1.69;924.313;GRP;SG
645760;22.07.2008;DE14;10108154;0.54;61.2;GRP;SG
645882;22.07.2008;DE12;10104410;58.38;18508.428;DIR;KL
645928;22.07.2008;DE14;10103284;55;22025.28;DIR;KL
645965;22.07.2008;DE12;10106317;54.24;20588.916;DIR;KL
645972;22.07.2008;DE12;10099381;55;21110.22;DIR;KL
646000;22.07.2008;DE12;10159848;55.25;20692.056;DIR;KL
646045;22.07.2008;DE14;10101708;3.23;2293.707;GRP;TL
646045;22.07.2008;DE14;10102022;1.39;294.07;GRP;SG
646045;22.07.2008;DE14;10103208;3.78;2432.981;GRP;TL
646045;22.07.2008;DE14;10103966;4.75;2671.869;GRP;TL
646045;22.07.2008;DE14;10106962;0.71;170;GRP;SG
646045;22.07.2008;DE14;10185814;0.41;198.181;GRP;SG
646061;22.07.2008;DE12;10106137;50;20027.34;DIR;KL
646062;22.07.2008;DE12;10103541;33;16240.692;DIR;KL
646069;22.07.2008;DE12;10229726;54.13;20838.08;DIR;KL
646088;22.07.2008;DE14;10105089;33;11828.34;DIR;KL
646089;22.07.2008;DE14;10188442;30.25;5037.6;DIR;TL
646090;22.07.2008;DE12;10099234;1.73;569.74;GRP;SG
646090;22.07.2008;DE12;10100550;0.22;93.4;GRP;SG
646090;22.07.2008;DE12;10107867;2.48;651.13;GRP;SG
646090;22.07.2008;DE12;10121548;0.26;59.5;GRP;SG
646090;22.07.2008;DE12;10230921;0.44;103.65;GRP;SG
646092;22.07.2008;DE14;10099477;31.75;8024;DIR;TL
646092;22.07.2008;DE14;10100246;1.81;1071.17;GRP;TL
646092;22.07.2008;DE14;10229896;0.43;111.16;GRP;SG
646102;22.07.2008;DE14;10103111;0.96;169.53;GRP;SG
646102;22.07.2008;DE14;10104789;0.28;60;GRP;SG
646102;22.07.2008;DE14;10106971;0.82;174.67;GRP;SG
646108;22.07.2008;DE12;10103527;58;18183.78;DIR;KL
646111;22.07.2008;DE12;10164245;8;2204.8;GRP;TL
646112;22.07.2008;DE12;10105281;4.18;2400.388;GRP;TL
646127;22.07.2008;DE14;10108039;4.41;2498.065;GRP;TL
646130;22.07.2008;DE14;10099367;0.43;106.49;GRP;SG
646130;22.07.2008;DE14;10099514;1.58;414.19;GRP;SG
646130;22.07.2008;DE14;10100173;3.88;2013.972;GRP;TL
646130;22.07.2008;DE14;10103243;2.89;892.6;GRP;SG
646130;22.07.2008;DE14;10104336;1.8;519.924;GRP;SG
646130;22.07.2008;DE14;10106267;1.69;232.55;GRP;SG
646130;22.07.2008;DE14;10106310;0.5;182;GRP;SG
646130;22.07.2008;DE14;10126884;1.72;214.6;GRP;SG
646146;22.07.2008;DE12;10103284;25.56;4922;DIR;TL
646151;22.07.2008;DE12;10102019;47;21138.84;DIR;KL
646152;22.07.2008;DE12;10106695;50;19770.2;DIR;KL
646153;22.07.2008;DE14;10102450;1.05;199.34;GRP;SG
646153;22.07.2008;DE14;10103130;0.3;48.54;GRP;SG
646153;22.07.2008;DE14;10103131;0.56;141.39;GRP;SG
646153;22.07.2008;DE14;10103408;1.5;280.7;GRP;SG
646153;22.07.2008;DE14;10103498;3.65;1697.924;GRP;TL
646153;22.07.2008;DE14;10103754;1;293.04;GRP;SG
646153;22.07.2008;DE14;10104696;0.98;187.6;GRP;SG
646153;22.07.2008;DE14;10118586;1.13;253.01;GRP;SG
646153;22.07.2008;DE14;10147418;0.19;79.96;GRP;SG
646153;22.07.2008;DE14;10208066;0.38;122.47;GRP;SG
646169;22.07.2008;DE14;10102325;2.92;1078.03;GRP;TL
646169;22.07.2008;DE14;10108154;2.75;700.56;GRP;SG
646171;22.07.2008;DE17;10099288;0.16;59.55;GRP;SG
646171;22.07.2008;DE17;10105120;3.77;518.65;GRP;SG
646171;22.07.2008;DE17;10105927;1.76;825.785;GRP;SG
646171;22.07.2008;DE17;10107051;0.22;46.88;GRP;SG
646171;22.07.2008;DE17;10107497;0.55;126.9;GRP;SG
646171;22.07.2008;DE17;10114499;0.2;97.02;GRP;SG
646171;22.07.2008;DE17;10185808;0.25;45.6;GRP;SG
646171;22.07.2008;DE17;10234928;0.78;340.311;GRP;SG
646171;22.07.2008;DE17;10236365;1.3;220.8;GRP;SG
646172;22.07.2008;DE17;10099525;1.22;518.722;GRP;SG
646172;22.07.2008;DE17;10100100;1.94;1436.163;GRP;TL
646172;22.07.2008;DE17;10100372;1.75;662.86;GRP;SG
646172;22.07.2008;DE17;10100381;4.11;1894.458;GRP;TL
646172;22.07.2008;DE17;10105621;3.39;1882.312;GRP;TL
646172;22.07.2008;DE17;10164954;1.14;232.73;GRP;SG
646183;22.07.2008;DE14;10108473;52;20427.8;DIR;KL
646185;22.07.2008;DE12;10106169;33;6091.32;DIR;TL
646188;22.07.2008;DE14;10102928;33;6085.22;DIR;TL
646189;22.07.2008;DE14;10210052;1.1;603.64;GRP;SG
646190;22.07.2008;DE14;10099410;32.07;9428.52;DIR;TL
646191;22.07.2008;DE12;10101185;1.39;326.85;GRP;SG
646217;22.07.2008;DE12;10099317;1.38;291.13;GRP;SG
646217;22.07.2008;DE12;10099479;1.25;488.042;GRP;SG
646217;22.07.2008;DE12;10102188;6.14;4367.848;DIR;TL
646218;22.07.2008;DE14;10107115;5.09;1530.62;GRP;TL
646219;22.07.2008;DE12;10106650;44.38;20349.24;DIR;KL
646221;22.07.2008;DE12;10108447;33;10949.48;DIR;TL
646256;22.07.2008;DE17;10099248;4.34;1172.774;GRP;TL
646256;22.07.2008;DE17;10100101;0.25;18;GRP;SG
646256;22.07.2008;DE17;10100397;1.69;1179.548;GRP;TL
646256;22.07.2008;DE17;10107503;5.71;867.162;GRP;SG
646256;22.07.2008;DE17;10108057;0.61;177.32;GRP;SG
646257;22.07.2008;DE12;10099545;30.58;6851.74;DIR;TL
646353;22.07.2008;DE12;10103401;8.38;5053.406;DIR;TL
646354;22.07.2008;DE12;10102810;0.45;131.66;GRP;SG
646355;22.07.2008;DE12;10101874;0.48;306.9;GRP;SG
646355;22.07.2008;DE12;10103756;2;654.22;GRP;SG
646355;22.07.2008;DE12;10104295;0.86;203.604;GRP;SG
646355;22.07.2008;DE12;10104308;1.33;734.012;GRP;SG
646355;22.07.2008;DE12;10106100;1.36;240.24;GRP;SG
646355;22.07.2008;DE12;10187684;2.75;924;GRP;SG
646355;22.07.2008;DE12;10237566;0.23;100.92;GRP;SG
646356;22.07.2008;DE12;10099293;4.93;1087.76;GRP;TL
646356;22.07.2008;DE12;10099483;2.9;993.755;GRP;SG
646356;22.07.2008;DE12;10101775;0.4;97.38;GRP;SG
646356;22.07.2008;DE12;10102778;1.4;599.235;GRP;SG
646356;22.07.2008;DE12;10102805;1.17;271.6;GRP;SG
646356;22.07.2008;DE12;10153590;0.25;103.82;GRP;SG
646356;22.07.2008;DE12;10157369;0.96;203.11;GRP;SG
646356;22.07.2008;DE12;10174072;0.13;25.69;GRP;SG
646361;22.07.2008;DE14;10099721;60.2;18485.22;DIR;KL
646364;22.07.2008;DE12;10186261;33;10681.62;DIR;TL
646365;22.07.2008;DE14;10099610;4.54;2598.581;GRP;TL
646365;22.07.2008;DE14;10106943;1.06;202.61;GRP;SG
646366;22.07.2008;DE14;10100214;3.11;1242.295;GRP;TL
646366;22.07.2008;DE14;10102403;2.09;387.17;GRP;SG
646366;22.07.2008;DE14;10104034;1.67;429.34;GRP;SG
646370;22.07.2008;DE17;10103665;33;14842.476;DIR;KL
646371;22.07.2008;DE17;10104425;2.66;863.044;GRP;SG
646371;22.07.2008;DE17;10114657;1.25;334.46;GRP;SG
646371;22.07.2008;DE17;10145538;3.34;1305.37;GRP;TL
646372;22.07.2008;DE17;10103543;33;13578.516;DIR;KL
646392;22.07.2008;DE17;10099439;3.77;1683.27;GRP;TL
646392;22.07.2008;DE17;10099531;3.24;746.94;GRP;SG
646392;22.07.2008;DE17;10099575;1.02;191.414;GRP;SG
646392;22.07.2008;DE17;10099905;0.95;202.85;GRP;SG
646392;22.07.2008;DE17;10106006;3.34;1435.274;GRP;TL
646392;22.07.2008;DE17;10107653;1.11;339.02;GRP;SG
646392;22.07.2008;DE17;10191210;0.25;60;GRP;SG
646392;22.07.2008;DE17;10207033;0.28;138.02;GRP;SG
646392;22.07.2008;DE17;10215135;1.04;244.27;GRP;SG
646392;22.07.2008;DE17;10244930;0.35;50.5;GRP;SG
646398;22.07.2008;DE14;10108428;33;12960.84;DIR;KL
646404;22.07.2008;DE12;10104921;33;10667.472;DIR;TL
646405;22.07.2008;DE14;10117587;0.55;170.08;GRP;SG
646405;22.07.2008;DE14;10166994;0.38;93.56;GRP;SG
646406;22.07.2008;DE12;10101745;31.99;9096.24;DIR;TL
646407;22.07.2008;DE12;10100132;1.79;854.389;GRP;SG
646407;22.07.2008;DE12;10104239;8.04;4200.462;DIR;TL
646409;22.07.2008;DE17;10099542;53;20342.088;DIR;KL
646410;22.07.2008;DE17;10099548;49;15199.98;DIR;KL
646411;22.07.2008;DE17;10102555;41;14523.934;DIR;KL
646412;22.07.2008;DE17;10099450;33;11880;DIR;KL
646431;22.07.2008;DE12;10103049;58;17222.94;DIR;KL
646432;22.07.2008;DE14;10106251;19;5429.6;DIR;TL
646444;22.07.2008;DE17;10209393;31.5;7593.48;DIR;TL
646445;22.07.2008;DE17;10101254;0.94;470.47;GRP;SG
646445;22.07.2008;DE17;10103747;1;493;GRP;SG
646445;22.07.2008;DE17;10105613;1.66;1120.806;GRP;TL
646445;22.07.2008;DE17;10105737;8.58;4852.477;DIR;TL
646445;22.07.2008;DE17;10105746;4.23;1672.973;GRP;TL
646446;22.07.2008;DE12;10099384;21.24;9517.006;DIR;TL
646447;22.07.2008;DE14;10106832;1.64;762.001;GRP;SG
646447;22.07.2008;DE14;10107741;0.48;253.28;GRP;SG
646448;22.07.2008;DE14;10101275;2.24;1129.672;GRP;TL
646448;22.07.2008;DE14;10106458;1.1;330.78;GRP;SG
646452;22.07.2008;DE12;10106486;0.94;215.304;GRP;SG
646452;22.07.2008;DE12;10106604;1.57;315.21;GRP;SG
646467;22.07.2008;DE12;10100748;0.53;130.22;GRP;SG
646467;22.07.2008;DE12;10145111;1.46;914.158;GRP;SG
646473;22.07.2008;DE12;10103542;33;14785.898;DIR;KL
646474;22.07.2008;DE14;10099553;8.47;3427.101;DIR;TL
646474;22.07.2008;DE14;10100149;1.94;1029.164;GRP;TL
646474;22.07.2008;DE14;10108367;8.56;3460.896;DIR;TL
646474;22.07.2008;DE14;10159532;8;3939;DIR;TL
646475;22.07.2008;DE17;10100806;6.02;3286.069;DIR;TL
646475;22.07.2008;DE17;10100807;2.62;1300.942;GRP;TL
646475;22.07.2008;DE17;10101294;3.64;1957.254;GRP;TL
646475;22.07.2008;DE17;10104309;1.3;196.84;GRP;SG
646478;22.07.2008;DE14;10099477;46.5;14079.08;DIR;KL
646479;22.07.2008;DE14;10100139;1.73;956.846;GRP;SG
646479;22.07.2008;DE14;10100142;2.15;1007.062;GRP;TL
646479;22.07.2008;DE14;10108163;1;343.06;GRP;SG
646479;22.07.2008;DE14;10159972;1.18;508.56;GRP;SG
646482;22.07.2008;DE14;10099233;4.5;1631.62;GRP;TL
646483;22.07.2008;DE17;10102192;53.94;20260.086;DIR;KL
646484;22.07.2008;DE17;10105425;23.57;7112.24;DIR;TL
646486;22.07.2008;DE17;10106259;33;11274.01;DIR;KL
646487;22.07.2008;DE17;10103409;33;13928.962;DIR;KL
646488;22.07.2008;DE17;10102018;57.5;17859.24;DIR;KL
646489;22.07.2008;DE17;10159848;50;20240.08;DIR;KL
646490;22.07.2008;DE17;10101430;33;11755.15;DIR;KL
646493;22.07.2008;DE17;10108281;33;12071.88;DIR;KL
646494;22.07.2008;DE17;10099422;60;19281.54;DIR;KL
646495;22.07.2008;DE17;10099521;33;12405.35;DIR;KL
646496;22.07.2008;DE17;10159848;53;20848.58;DIR;KL
646497;22.07.2008;DE17;10102764;30;12647.572;DIR;KL
646498;22.07.2008;DE17;10177324;23.45;8998.18;DIR;TL
646499;22.07.2008;DE17;10159528;9;4325.75;DIR;TL
646500;22.07.2008;DE17;10099520;33;12261.11;DIR;KL
646501;22.07.2008;DE17;10159848;54;12429.81;DIR;KL
646502;22.07.2008;DE17;10099428;50.25;16428.516;DIR;KL
646503;22.07.2008;DE17;10099519;17;5439.93;DIR;TL
646503;22.07.2008;DE17;10099981;1.24;271.1;GRP;SG
646503;22.07.2008;DE17;10100115;3.5;2027.7;GRP;TL
646504;22.07.2008;DE17;10099246;2.13;1610.228;GRP;TL
646504;22.07.2008;DE17;10099560;6.03;3026.992;DIR;TL
646504;22.07.2008;DE17;10099938;0.95;264.67;GRP;SG
646504;22.07.2008;DE17;10101356;1.53;289.21;GRP;SG
646504;22.07.2008;DE17;10108550;1.74;467.17;GRP;SG
646504;22.07.2008;DE17;10121549;3.45;1754.895;GRP;TL
646506;22.07.2008;DE14;10099190;4.94;1489.212;GRP;TL
646506;22.07.2008;DE14;10099628;8.82;4480.215;DIR;TL
646507;22.07.2008;DE14;10104284;33.17;6766;DIR;TL
646508;22.07.2008;DE12;10099381;50.35;20424.122;DIR;KL
646513;22.07.2008;DE17;10099562;2.36;1375.291;GRP;TL
646513;22.07.2008;DE17;10100308;1.75;1015.91;GRP;TL
646513;22.07.2008;DE17;10103751;4;1475.19;GRP;TL
646513;22.07.2008;DE17;10105896;13;3904.8;DIR;TL
646513;22.07.2008;DE17;10106910;2.79;627.8;GRP;SG
646515;22.07.2008;DE14;10103285;33;11308.51;DIR;KL
646516;22.07.2008;DE14;10101301;33;12573.47;DIR;KL
646517;22.07.2008;DE14;10102292;2.21;871.361;GRP;SG
646517;22.07.2008;DE14;10107928;4.44;2546.636;GRP;TL
646517;22.07.2008;DE14;10244789;1.23;409.28;GRP;SG
646518;22.07.2008;DE14;10108088;33;10715.94;DIR;TL
646519;22.07.2008;DE14;10205541;33;11441.31;DIR;KL
646520;22.07.2008;DE14;10099999;4.11;2359.401;GRP;TL
646520;22.07.2008;DE14;10100137;9.18;4539.59;DIR;TL
646520;22.07.2008;DE14;10100158;1.6;718.867;GRP;SG
646521;22.07.2008;DE14;10099608;8.3;4352.039;DIR;TL
646521;22.07.2008;DE14;10100193;0.37;168.76;GRP;SG
646521;22.07.2008;DE14;10101284;2.4;1344.37;GRP;TL
646521;22.07.2008;DE14;10103053;1.1;233.78;GRP;SG
646521;22.07.2008;DE14;10104054;0.23;90.44;GRP;SG
646521;22.07.2008;DE14;10104823;1.24;257.17;GRP;SG
646521;22.07.2008;DE14;10206707;0.35;153.26;GRP;SG
646522;22.07.2008;DE14;10102706;56.79;20942.692;DIR;KL
646523;22.07.2008;DE17;10099194;1.66;1077.65;GRP;TL
646523;22.07.2008;DE17;10099211;1.28;255.93;GRP;SG
646523;22.07.2008;DE17;10099302;2.21;977.82;GRP;SG
646523;22.07.2008;DE17;10099416;1;283.68;GRP;SG
646523;22.07.2008;DE17;10099464;5.38;2874.23;GRP;TL
646523;22.07.2008;DE17;10099522;1.11;560.663;GRP;SG
646523;22.07.2008;DE17;10099673;3.05;1873.865;GRP;TL
646523;22.07.2008;DE17;10099711;1.41;329.1;GRP;SG
646523;22.07.2008;DE17;10100035;3.05;1347.132;GRP;TL
646523;22.07.2008;DE17;10100218;0.72;170.14;GRP;SG
646523;22.07.2008;DE17;10100224;0.46;76.63;GRP;SG
646523;22.07.2008;DE17;10100312;2.12;395.47;GRP;SG
646523;22.07.2008;DE17;10100408;1.97;694.512;GRP;SG
646523;22.07.2008;DE17;10100410;1.42;791.392;GRP;SG
646523;22.07.2008;DE17;10100732;4.65;2303.058;GRP;TL
646523;22.07.2008;DE17;10100897;2.64;1308.389;GRP;TL
646523;22.07.2008;DE17;10101126;1.22;426.421;GRP;SG
646523;22.07.2008;DE17;10101304;0.57;395.08;GRP;SG
646523;22.07.2008;DE17;10104989;0.84;299.94;GRP;SG
646523;22.07.2008;DE17;10105774;2.15;1285.748;GRP;TL
646523;22.07.2008;DE17;10105816;1.46;300.64;GRP;SG
646523;22.07.2008;DE17;10106813;3.2;1125.415;GRP;TL
646523;22.07.2008;DE17;10108641;2.52;943.67;GRP;SG
646523;22.07.2008;DE17;10156490;1.05;389.11;GRP;SG
646523;22.07.2008;DE17;10235024;0.23;121.88;GRP;SG
646523;22.07.2008;DE17;10238627;0.24;82.98;GRP;SG
646523;22.07.2008;DE17;10242972;0.24;116.76;GRP;SG
646523;22.07.2008;DE17;10244310;1.51;404.78;GRP;SG
646525;22.07.2008;DE17;10105772;0.39;128.3;GRP;SG
646525;22.07.2008;DE17;10106019;1.38;871.549;GRP;SG
646526;22.07.2008;DE17;10105288;36.25;11705.96;DIR;KL
646533;22.07.2008;DE17;10099592;31;6567.5;DIR;TL
646533;22.07.2008;DE17;10107647;4;753.84;GRP;SG
646534;22.07.2008;DE17;10099203;1.92;526.104;GRP;SG
646534;22.07.2008;DE17;10099205;3.36;2148.281;GRP;TL
646534;22.07.2008;DE17;10099440;6.34;3132.115;DIR;TL
646534;22.07.2008;DE17;10103746;5;1742.66;GRP;TL
646534;22.07.2008;DE17;10104486;4.44;2448.892;GRP;TL
646534;22.07.2008;DE17;10107182;13.48;3087.89;DIR;TL
646543;22.07.2008;DE17;10099254;2.28;885.62;GRP;SG
646543;22.07.2008;DE17;10099994;0.45;187.451;GRP;SG
646543;22.07.2008;DE17;10106015;3.71;2079.142;GRP;TL
646553;22.07.2008;DE14;10099535;3;1325.772;GRP;TL
646553;22.07.2008;DE14;10099606;4.52;2625.962;GRP;TL
646553;22.07.2008;DE14;10100782;0.75;194.9;GRP;SG
646553;22.07.2008;DE14;10101183;0.21;93.74;GRP;SG
646553;22.07.2008;DE14;10104811;18;3367;DIR;TL
646553;22.07.2008;DE14;10107623;0.15;68.36;GRP;SG
646555;22.07.2008;DE14;10099515;0.35;228.79;GRP;SG
646555;22.07.2008;DE14;10099536;6.75;2933.692;GRP;TL
646555;22.07.2008;DE14;10099640;2.8;1273.254;GRP;TL
646555;22.07.2008;DE14;10099641;2.51;1216.34;GRP;TL
646555;22.07.2008;DE14;10100164;0.83;332.15;GRP;SG
646556;22.07.2008;DE14;10105622;5.79;2795.636;GRP;TL
646560;22.07.2008;DE14;10099300;7.47;4098.271;DIR;TL
646560;22.07.2008;DE14;10099572;7.26;2934.075;GRP;TL
646560;22.07.2008;DE14;10101739;1.72;492.06;GRP;SG
646560;22.07.2008;DE14;10106382;0.75;334;GRP;SG
646560;22.07.2008;DE14;10177141;1.51;308.32;GRP;SG
646578;22.07.2008;DE14;10099670;23.38;8306.48;DIR;TL
646583;22.07.2008;DE14;10099285;4.29;2207.49;GRP;TL
646583;22.07.2008;DE14;10100529;3.76;1820.62;GRP;TL
646583;22.07.2008;DE14;10159535;8;3727.75;DIR;TL
646583;22.07.2008;DE14;10190044;0.78;150.88;GRP;SG
646587;22.07.2008;DE14;10101706;33;11632.88;DIR;KL
646588;22.07.2008;DE14;10099670;46.92;10480.84;DIR;TL
646593;22.07.2008;DE14;10099223;3.18;1115;GRP;TL
646593;22.07.2008;DE14;10100286;6.12;3501.494;DIR;TL
646594;22.07.2008;DE14;10101209;2.37;758.67;GRP;SG
646594;22.07.2008;DE14;10108145;1.68;277.28;GRP;SG
646595;22.07.2008;DE14;10101253;1.98;1032.604;GRP;TL
646596;22.07.2008;DE14;10099292;3.92;2273.962;GRP;TL
646596;22.07.2008;DE14;10100021;1.58;353.78;GRP;SG
646596;22.07.2008;DE14;10100850;2.49;424.54;GRP;SG
646596;22.07.2008;DE14;10101131;0.5;133.4;GRP;SG
646596;22.07.2008;DE14;10107986;1.21;679.308;GRP;SG
646609;22.07.2008;DE12;10101842;51;18806.95;DIR;KL
646675;22.07.2008;DE12;10101988;48;20813.22;DIR;KL
646691;22.07.2008;DE12;10108184;28.89;5564;DIR;TL
646698;22.07.2008;DE12;10103465;40;20039.8;DIR;KL
646707;22.07.2008;DE12;10099378;51;20432.756;DIR;KL
646747;22.07.2008;DE14;10107247;66;21165.21;DIR;KL
646749;22.07.2008;DE12;10099423;61;18910.58;DIR;KL
646786;22.07.2008;DE14;10188442;52;20699.32;DIR;KL
646893;22.07.2008;DE12;10101842;55;21983.588;DIR;KL
647264;22.07.2008;DE14;10104377;17.22;3317;DIR;TL
647265;22.07.2008;DE14;10186906;33;10910.66;DIR;TL
646118;23.07.2008;DE12;10099542;54;19202.768;DIR;KL
646452;23.07.2008;DE12;10106960;1.25;275.67;GRP;SG
646520;23.07.2008;DE14;10106218;0.5;133.4;GRP;SG
646539;23.07.2008;DE14;10103656;4.3;2512.18;GRP;TL
646539;23.07.2008;DE14;10104073;2.16;1240.184;GRP;TL
646539;23.07.2008;DE14;10104229;2.32;1664.4;GRP;TL
646539;23.07.2008;DE14;10106092;0.91;189.62;GRP;SG
646579;23.07.2008;DE12;10159848;48;20158.86;DIR;KL
646605;23.07.2008;DE14;10106934;60;19641.6;DIR;KL
646606;23.07.2008;DE14;10101895;0.79;152.53;GRP;SG
646606;23.07.2008;DE14;10101999;1.04;210.5;GRP;SG
646606;23.07.2008;DE14;10102634;0.4;82.78;GRP;SG
646606;23.07.2008;DE14;10103187;6.72;4078.202;DIR;TL
646606;23.07.2008;DE14;10108167;1;240.44;GRP;SG
646611;23.07.2008;DE12;10159848;55.2;18512.568;DIR;KL
646680;23.07.2008;DE14;10099446;60;19641.6;DIR;KL
646681;23.07.2008;DE12;10104377;60;18193.048;DIR;KL
646682;23.07.2008;DE12;10120899;64;19273.808;DIR;KL
646694;23.07.2008;DE14;10101844;1.77;1045.945;GRP;TL
646694;23.07.2008;DE14;10102002;1.43;291.65;GRP;SG
646694;23.07.2008;DE14;10102058;0.48;157.94;GRP;SG
646694;23.07.2008;DE14;10102610;0.32;204.6;GRP;SG
646694;23.07.2008;DE14;10103214;1.54;309.04;GRP;SG
646694;23.07.2008;DE14;10103709;0.8;154.46;GRP;SG
646694;23.07.2008;DE14;10105885;0.54;133.8;GRP;SG
646694;23.07.2008;DE14;10106179;1.25;373.9;GRP;SG
646699;23.07.2008;DE12;10099450;45;20289;DIR;KL
646715;23.07.2008;DE12;10102019;47;21016.44;DIR;KL
646748;23.07.2008;DE12;10099414;56;21121.026;DIR;KL
